params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,split5_test_AUC,split6_test_AUC,split7_test_AUC,split8_test_AUC,split9_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,time_total_s,training_iteration,param_n_estimators,param_learning_rate,param_max_depth,param_min_child_weight,param_reg_alpha,param_reg_lambda,param_gamma,param_tree_method,param_gpu_id,param_scale_pos_weight
"{'n_estimators': 500, 'learning_rate': 0.06584969120528826, 'max_depth': 23, 'min_child_weight': 8, 'reg_alpha': 0.017294367606323222, 'reg_lambda': 0.09062418501170302, 'gamma': 50.082314932246845, 'tree_method': 'gpu_hist', 'gpu_id': 0, 'scale_pos_weight': 0.04843400447427293}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5902153417320253,0.7012680020768999,0.5,0.7398477850955101,0.7411360457337469,0.5760404630136431,0.5,0.5,0.5,0.5,0.5848507637651825,0.0990488768291513,11,13.939826965332031,1,500,0.06584969120528826,23,8,0.017294367606323222,0.09062418501170302,50.082314932246845,gpu_hist,0,0.04843400447427293
"{'n_estimators': 500, 'learning_rate': 0.2831420513971964, 'max_depth': 9, 'min_child_weight': 9, 'reg_alpha': 0.019517690952055355, 'reg_lambda': 0.017356501253493792, 'gamma': 12.920402591961768, 'tree_method': 'gpu_hist', 'gpu_id': 0, 'scale_pos_weight': 0.04843400447427293}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5989055283797448,0.7019648566665756,0.7903629109392507,0.7420749870193752,0.7576070871090028,0.5822166811949698,0.8578422428997141,0.8346206085669686,0.8149972632731253,0.8265219242230737,0.75071140902718,0.09159900624060141,6,13.920546770095823,1,500,0.2831420513971964,9,9,0.019517690952055355,0.017356501253493792,12.920402591961768,gpu_hist,0,0.04843400447427293
"{'n_estimators': 500, 'learning_rate': 0.2585218394568167, 'max_depth': 13, 'min_child_weight': 11, 'reg_alpha': 0.018822101541217977, 'reg_lambda': 0.020515983649078466, 'gamma': 14.159327107272276, 'tree_method': 'gpu_hist', 'gpu_id': 0, 'scale_pos_weight': 0.04843400447427293}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5989055283797448,0.7019648566665756,0.7779629983876698,0.7420749870193752,0.7411360457337469,0.5822166811949698,0.8578422428997141,0.8346206085669686,0.8149972632731253,0.8265219242230737,0.7478243136344964,0.09112352658308157,8,14.51197910308838,1,500,0.2585218394568167,13,11,0.018822101541217977,0.020515983649078466,14.159327107272276,gpu_hist,0,0.04843400447427293
"{'n_estimators': 1000, 'learning_rate': 0.001, 'max_depth': 6, 'min_child_weight': 14, 'reg_alpha': 0.1, 'reg_lambda': 0.1, 'gamma': 0.001, 'tree_method': 'gpu_hist', 'gpu_id': 0, 'scale_pos_weight': 0.04843400447427293}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6068202934987565,0.7060640013117263,0.8306643347088242,0.7364079195474544,0.7918972612459203,0.5821254569658145,0.8845168832397439,0.8919601046037827,0.8629507997324091,0.8854730483082973,0.7778880103162729,0.10983642589696224,5,39.03800106048584,1,1000,0.001,6,14,0.1,0.1,0.001,gpu_hist,0,0.04843400447427293
"{'n_estimators': 100, 'learning_rate': 0.24576633645388116, 'max_depth': 22, 'min_child_weight': 2, 'reg_alpha': 0.08446417385348157, 'reg_lambda': 0.011905927222212127, 'gamma': 0.001, 'tree_method': 'gpu_hist', 'gpu_id': 0, 'scale_pos_weight': 0.04843400447427293}",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.26666666666666666,0.4163331998932266,2,0.0,0.0,0.0116279069767441,0.0,0.0,0.0,0.0114942528735632,0.0229885057471264,0.0,0.0,0.004611066559743369,0.00763660996832402,2,0.0,0.0,0.0229885057471264,0.0,0.0,0.0,0.0227272727272727,0.0444444444444444,0.0,0.0,0.00901602229188435,0.014857396758528211,2,0.875744677943869,0.9062901374579836,0.9262495559259968,0.912090427130872,0.8935548392764229,0.8885442640231913,0.9159723489225404,0.9405589680174608,0.9478366342989588,0.9227938940582618,0.9129635747055559,0.021594875290216742,2,8.001312017440796,1,100,0.24576633645388116,22,2,0.08446417385348157,0.011905927222212127,0.001,gpu_hist,0,0.04843400447427293
"{'n_estimators': 1000, 'learning_rate': 0.001, 'max_depth': 18, 'min_child_weight': 2, 'reg_alpha': 0.1, 'reg_lambda': 0.056114392101676236, 'gamma': 0.001, 'tree_method': 'gpu_hist', 'gpu_id': 0, 'scale_pos_weight': 0.04843400447427293}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6067451425135955,0.722057497335556,0.8148484682862843,0.7663248435493126,0.7583808037192457,0.5853723637887112,0.8951630886496786,0.8955583936426847,0.8690121429585032,0.8946664234020555,0.7808129167845628,0.10991111525684454,4,52.65049934387207,1,1000,0.001,18,2,0.1,0.056114392101676236,0.001,gpu_hist,0,0.04843400447427293
"{'n_estimators': 100, 'learning_rate': 0.001, 'max_depth': 19, 'min_child_weight': 2, 'reg_alpha': 0.1, 'reg_lambda': 0.09419049600689902, 'gamma': 0.001, 'tree_method': 'gpu_hist', 'gpu_id': 0, 'scale_pos_weight': 0.04843400447427293}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6022121717268331,0.5,0.5,0.5,0.5,0.5812571374512626,0.5,0.5,0.5,0.5,0.5183469309178095,0.03699182571171668,12,4.25650429725647,1,100,0.001,19,2,0.1,0.09419049600689902,0.001,gpu_hist,0,0.04843400447427293
"{'n_estimators': 100, 'learning_rate': 0.3, 'max_depth': 13, 'min_child_weight': 2, 'reg_alpha': 0.0721202583221785, 'reg_lambda': 0.003758080002315837, 'gamma': 0.001, 'tree_method': 'gpu_hist', 'gpu_id': 0, 'scale_pos_weight': 0.04843400447427293}",0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.4833333333333334,0.4856267428111155,1,0.0,0.0,0.0348837209302325,0.0,0.0114942528735632,0.0689655172413793,0.0459770114942528,0.057471264367816,0.0,0.0,0.02187917669072438,0.025952037474482464,1,0.0,0.0,0.0674157303370786,0.0,0.0227272727272727,0.1290322580645161,0.0879120879120879,0.1075268817204301,0.0,0.0,0.04146142307613854,0.04879631410498739,1,0.877087147815156,0.9067581231383052,0.9256141885059984,0.9149666602902192,0.8901153479697541,0.8929703284747985,0.9180164473906492,0.9421334306391778,0.947630535114571,0.9217262327096298,0.9137018442048259,0.021356477460242624,1,8.384897470474243,1,100,0.3,13,2,0.0721202583221785,0.003758080002315837,0.001,gpu_hist,0,0.04843400447427293
"{'n_estimators': 100, 'learning_rate': 0.15874001365548826, 'max_depth': 42, 'min_child_weight': 2, 'reg_alpha': 0.05428647228208774, 'reg_lambda': 0.004518172780714799, 'gamma': 0.001, 'tree_method': 'gpu_hist', 'gpu_id': 0, 'scale_pos_weight': 0.04843400447427293}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.873678025851939,0.9071304621102396,0.9238378924930998,0.9088760145382996,0.8910951637643847,0.8814524248751578,0.9160297864001568,0.9424003459763356,0.9458465946333124,0.9265780102306284,0.9116924720873554,0.023043290650535696,3,8.599731922149658,1,100,0.15874001365548826,42,2,0.05428647228208774,0.004518172780714799,0.001,gpu_hist,0,0.04843400447427293
"{'n_estimators': 1000, 'learning_rate': 0.3, 'max_depth': 6, 'min_child_weight': 2, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'gamma': 35.79818649696743, 'tree_method': 'gpu_hist', 'gpu_id': 0, 'scale_pos_weight': 0.04843400447427293}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5902153417320253,0.7012680020768999,0.7779629983876698,0.7398477850955101,0.7411360457337469,0.5760404630136431,0.8578422428997141,0.8346206085669686,0.8149972632731253,0.8265219242230737,0.7460452675002377,0.09372613208474159,9,18.90351819992065,1,1000,0.3,6,2,0.1,0.001,35.79818649696743,gpu_hist,0,0.04843400447427293
