params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,split5_test_AUC,split6_test_AUC,split7_test_AUC,split8_test_AUC,split9_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,time_total_s,training_iteration,param_n_estimators,param_learning_rate
"{'n_estimators': 500, 'learning_rate': 0.0531110739880294}",0.625,0.95,0.875,0.9,0.9473684210526316,1.0,0.7142857142857143,0.7142857142857143,1.0,1.0,0.872593984962406,0.13132496432413213,1,0.0581395348837209,0.2209302325581395,0.0813953488372093,0.313953488372093,0.2068965517241379,0.057471264367816,0.1149425287356321,0.057471264367816,0.1379310344827586,0.1034482758620689,0.13525795241913924,0.08172246230854438,17,0.1063829787234042,0.3584905660377359,0.1489361702127659,0.4655172413793103,0.3396226415094339,0.108695652173913,0.198019801980198,0.1063829787234042,0.2424242424242424,0.1875,0.22619722731644076,0.11776352548364898,17,0.8855006421993278,0.8763493017790287,0.9040082802721832,0.8875707102451289,0.9039476440498152,0.8360497881570679,0.9082486975207282,0.9287065755775844,0.9174758593660254,0.8948421145100584,0.8942699613676949,0.02437445066875068,4,329.761664390564,1,500,0.0531110739880294
"{'n_estimators': 500, 'learning_rate': 0.2862935851208548}",0.4761904761904761,0.6857142857142857,0.6153846153846154,0.5094339622641509,0.5588235294117647,0.6153846153846154,0.6129032258064516,0.8076923076923077,0.7857142857142857,0.6923076923076923,0.6359548995870646,0.10316606249583236,18,0.1162790697674418,0.2790697674418604,0.1860465116279069,0.313953488372093,0.2183908045977011,0.0919540229885057,0.2183908045977011,0.2413793103448276,0.2528735632183908,0.2068965517241379,0.21252338946805663,0.06463649647693148,2,0.1869158878504672,0.396694214876033,0.2857142857142857,0.3884892086330935,0.3140495867768595,0.16,0.3220338983050848,0.3716814159292035,0.3826086956521739,0.3185840707964602,0.31267712645336615,0.07820216568268078,1,0.890624573005766,0.87200762440904,0.8989150930505835,0.8852444456590058,0.9176752012001054,0.8883989809915736,0.8656942839573747,0.9213376850669316,0.9180400981167264,0.8759181549730719,0.8933856140430179,0.01907204721665258,5,331.54011631011963,1,500,0.2862935851208548
"{'n_estimators': 500, 'learning_rate': 0.06864928767965744}",0.6363636363636364,0.95,0.6923076923076923,0.9,0.9473684210526316,0.8333333333333334,0.7333333333333333,0.75,1.0,1.0,0.8442706416390628,0.1269049260698674,2,0.0813953488372093,0.2209302325581395,0.1046511627906976,0.313953488372093,0.2068965517241379,0.057471264367816,0.1264367816091954,0.0689655172413793,0.160919540229885,0.1264367816091954,0.14680566693397484,0.07626793598400947,11,0.1443298969072165,0.3584905660377359,0.1818181818181818,0.4655172413793103,0.3396226415094339,0.1075268817204301,0.2156862745098039,0.1263157894736842,0.2772277227722772,0.2244897959183673,0.2441024992046441,0.10949116517165204,11,0.8903888721886699,0.8824980187467548,0.9078956357773345,0.8889370917935123,0.9096812557859812,0.8468716846750052,0.9101677850081428,0.929453262786596,0.9189151749815864,0.8913384283754654,0.897614721011905,0.022014895822152842,1,331.45594000816345,1,500,0.06864928767965744
"{'n_estimators': 500, 'learning_rate': 0.22636978628881851}",0.5,0.6875,0.625,0.5094339622641509,0.59375,0.6666666666666666,0.6923076923076923,0.7916666666666666,0.84,0.72,0.6626324987905176,0.10440090337657833,15,0.1162790697674418,0.2558139534883721,0.1744186046511628,0.313953488372093,0.2183908045977011,0.0919540229885057,0.2068965517241379,0.2183908045977011,0.2413793103448276,0.2068965517241379,0.20443731622560807,0.06142071948631001,4,0.1886792452830188,0.3728813559322034,0.2727272727272727,0.3884892086330935,0.3193277310924369,0.1616161616161616,0.3185840707964602,0.3423423423423423,0.375,0.3214285714285714,0.3061075959851561,0.0732469727117775,4,0.8900814363402836,0.8718778181619435,0.9032362746973466,0.8852171180280382,0.9174285579138708,0.8837972254319636,0.8663733976633083,0.9211957807104678,0.91812118632042,0.8757694932663003,0.8933098288533943,0.019319542125880405,7,345.1567897796631,1,500,0.22636978628881851
"{'n_estimators': 100, 'learning_rate': 0.15401564916379692}",0.6666666666666666,0.875,0.875,0.9230769230769232,0.8,1.0,0.5,0.6666666666666666,1.0,1.0,0.8306410256410256,0.16203850160572905,3,0.0232558139534883,0.1627906976744186,0.0813953488372093,0.2790697674418604,0.0459770114942528,0.0459770114942528,0.0459770114942528,0.0459770114942528,0.0919540229885057,0.0459770114942528,0.08683507083667463,0.07427547175597685,19,0.0449438202247191,0.2745098039215686,0.1489361702127659,0.4285714285714285,0.0869565217391304,0.0879120879120879,0.0842105263157894,0.086021505376344,0.1684210526315789,0.0879120879120879,0.14983950048175004,0.11161878996784728,19,0.8661116880277648,0.8737326811138743,0.8979142185663924,0.8854869783838438,0.9038361477697366,0.8110543493685257,0.9004777446667612,0.9203308398710698,0.9166041611763196,0.9015656780663166,0.8877114487010604,0.030267224322887382,19,65.928631067276,1,100,0.15401564916379692
"{'n_estimators': 100, 'learning_rate': 0.3}",0.6363636363636364,0.95,0.6363636363636364,0.84375,0.9473684210526316,0.8333333333333334,0.7333333333333333,0.7777777777777778,0.9285714285714286,0.75,0.8036861566795779,0.11163751631154,5,0.0813953488372093,0.2209302325581395,0.0813953488372093,0.313953488372093,0.2068965517241379,0.057471264367816,0.1264367816091954,0.0804597701149425,0.1494252873563218,0.1379310344827586,0.14562951082598236,0.07646559512534432,12,0.1443298969072165,0.3584905660377359,0.1443298969072165,0.4576271186440677,0.3396226415094339,0.1075268817204301,0.2156862745098039,0.1458333333333333,0.2574257425742575,0.233009708737864,0.24038820608813594,0.108162120922118,12,0.8894563167818982,0.8773365124477358,0.9071167982947558,0.8831675457054629,0.8999743220688303,0.8409725178562981,0.9040253535783548,0.9293687959077488,0.9141106989127424,0.880617892112145,0.8926146753665971,0.023132455429632336,10,67.26595330238342,1,100,0.3
"{'n_estimators': 100, 'learning_rate': 0.3}",0.6363636363636364,0.95,0.6363636363636364,0.84375,0.9473684210526316,0.8333333333333334,0.7333333333333333,0.7777777777777778,0.9285714285714286,0.75,0.8036861566795779,0.11163751631154,5,0.0813953488372093,0.2209302325581395,0.0813953488372093,0.313953488372093,0.2068965517241379,0.057471264367816,0.1264367816091954,0.0804597701149425,0.1494252873563218,0.1379310344827586,0.14562951082598236,0.07646559512534432,12,0.1443298969072165,0.3584905660377359,0.1443298969072165,0.4576271186440677,0.3396226415094339,0.1075268817204301,0.2156862745098039,0.1458333333333333,0.2574257425742575,0.233009708737864,0.24038820608813594,0.108162120922118,12,0.8894563167818982,0.8773365124477358,0.9071167982947558,0.8831675457054629,0.8999743220688303,0.8409725178562981,0.9040253535783548,0.9293687959077488,0.9141106989127424,0.880617892112145,0.8926146753665971,0.023132455429632336,10,67.6716845035553,1,100,0.3
"{'n_estimators': 100, 'learning_rate': 0.3}",0.6363636363636364,0.95,0.6363636363636364,0.84375,0.9473684210526316,0.8333333333333334,0.7333333333333333,0.7777777777777778,0.9285714285714286,0.75,0.8036861566795779,0.11163751631154,5,0.0813953488372093,0.2209302325581395,0.0813953488372093,0.313953488372093,0.2068965517241379,0.057471264367816,0.1264367816091954,0.0804597701149425,0.1494252873563218,0.1379310344827586,0.14562951082598236,0.07646559512534432,12,0.1443298969072165,0.3584905660377359,0.1443298969072165,0.4576271186440677,0.3396226415094339,0.1075268817204301,0.2156862745098039,0.1458333333333333,0.2574257425742575,0.233009708737864,0.24038820608813594,0.108162120922118,12,0.8894563167818982,0.8773365124477358,0.9071167982947558,0.8831675457054629,0.8999743220688303,0.8409725178562981,0.9040253535783548,0.9293687959077488,0.9141106989127424,0.880617892112145,0.8926146753665971,0.023132455429632336,10,51.28106951713562,1,100,0.3
"{'n_estimators': 100, 'learning_rate': 0.3}",0.6363636363636364,0.95,0.6363636363636364,0.84375,0.9473684210526316,0.8333333333333334,0.7333333333333333,0.7777777777777778,0.9285714285714286,0.75,0.8036861566795779,0.11163751631154,5,0.0813953488372093,0.2209302325581395,0.0813953488372093,0.313953488372093,0.2068965517241379,0.057471264367816,0.1264367816091954,0.0804597701149425,0.1494252873563218,0.1379310344827586,0.14562951082598236,0.07646559512534432,12,0.1443298969072165,0.3584905660377359,0.1443298969072165,0.4576271186440677,0.3396226415094339,0.1075268817204301,0.2156862745098039,0.1458333333333333,0.2574257425742575,0.233009708737864,0.24038820608813594,0.108162120922118,12,0.8894563167818982,0.8773365124477358,0.9071167982947558,0.8831675457054629,0.8999743220688303,0.8409725178562981,0.9040253535783548,0.9293687959077488,0.9141106989127424,0.880617892112145,0.8926146753665971,0.023132455429632336,10,44.52049422264099,1,100,0.3
"{'n_estimators': 100, 'learning_rate': 0.3}",0.6363636363636364,0.95,0.6363636363636364,0.84375,0.9473684210526316,0.8333333333333334,0.7333333333333333,0.7777777777777778,0.9285714285714286,0.75,0.8036861566795779,0.11163751631154,5,0.0813953488372093,0.2209302325581395,0.0813953488372093,0.313953488372093,0.2068965517241379,0.057471264367816,0.1264367816091954,0.0804597701149425,0.1494252873563218,0.1379310344827586,0.14562951082598236,0.07646559512534432,12,0.1443298969072165,0.3584905660377359,0.1443298969072165,0.4576271186440677,0.3396226415094339,0.1075268817204301,0.2156862745098039,0.1458333333333333,0.2574257425742575,0.233009708737864,0.24038820608813594,0.108162120922118,12,0.8894563167818982,0.8773365124477358,0.9071167982947558,0.8831675457054629,0.8999743220688303,0.8409725178562981,0.9040253535783548,0.9293687959077488,0.9141106989127424,0.880617892112145,0.8926146753665971,0.023132455429632336,10,43.78895330429077,1,100,0.3
