params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,split5_test_AUC,split6_test_AUC,split7_test_AUC,split8_test_AUC,split9_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,time_total_s,training_iteration,param_n_estimators,param_learning_rate
"{'n_estimators': 1000, 'learning_rate': 0.040749183563847026}",0.7826321467098166,0.8083285795778665,0.8103837471783296,0.8047138047138047,0.8304597701149425,0.8376511226252159,0.784524449220849,0.8045912653975364,0.8220193953223046,0.7978082191780822,0.8083112500038748,0.01704674647421789,13,0.8530276308054086,0.8330393885949442,0.8442092886537331,0.8430335097001763,0.8490011750881316,0.854876615746181,0.8578143360752056,0.8443008225616921,0.847148736037625,0.8559670781893004,0.8482418581452398,0.007141721200917204,14,0.8163150492264417,0.8204979733642156,0.8269507630290815,0.8234280792420329,0.8396281231841951,0.8461762140157022,0.819534100477126,0.8239678899082569,0.8343949044585988,0.8258650028360748,0.8276758099741726,0.009015216199923582,13,0.9004860623218112,0.9091724574816362,0.9121910039784435,0.9063071007515452,0.9192703745843842,0.9314588916038192,0.9065418075079912,0.9094772826656884,0.9174099960565438,0.904461220549796,0.9116776197501659,0.008519014506820142,14,768.2616350650787,1,1000,0.040749183563847026
"{'n_estimators': 500, 'learning_rate': 0.22673350466031805}",0.7877333333333333,0.8108561835478455,0.8119469026548672,0.804851157662624,0.8400229357798165,0.846685878962536,0.7946091644204851,0.8191011235955056,0.8370244179443498,0.7702349869451697,0.8123066084846533,0.023134710203870857,9,0.8683127572016461,0.8518518518518519,0.8630217519106408,0.8583186360964139,0.8607520564042304,0.86310223266745,0.8660399529964747,0.8566392479435958,0.866549088771311,0.8671369782480893,0.8621724554091704,0.005020445596415673,1,0.8260626398210291,0.830848623853211,0.8367056141350813,0.8307254623044097,0.8502611723737666,0.8548152458539424,0.8287883047511947,0.8374497415278574,0.8515309069901791,0.8158185840707964,0.8363006295681469,0.011885731340950853,7,0.9091275540550904,0.9174925443041384,0.9197266624802856,0.912544186698776,0.9273963404398188,0.9417906519355794,0.9167031075243636,0.9232405283129922,0.93059586279261,0.9146037828838796,0.9213221221427533,0.009246521321973492,8,377.358761548996,1,500,0.22673350466031805
"{'n_estimators': 1000, 'learning_rate': 0.2374449422303495}",0.7939097335508428,0.8209631728045326,0.8136160714285714,0.8094972067039106,0.8400692840646651,0.8493626882966396,0.7957860615883307,0.8231292517006803,0.8368511123787792,0.770483193277311,0.8153667775794263,0.022836265476601853,4,0.8583186360964139,0.8518518518518519,0.8571428571428571,0.8518518518518519,0.854876615746181,0.8613396004700352,0.8654524089306698,0.8531139835487661,0.8624338624338624,0.8624338624338624,0.8578815530506352,0.004646866316534802,8,0.8248587570621468,0.8361223312175419,0.8348124821070714,0.8301346319106273,0.8474082702387886,0.8553092182030337,0.8291584576414298,0.8378534333525678,0.8494499131441806,0.813869625520111,0.8358977120397499,0.01176324982785382,10,0.9118585459165168,0.919332375854115,0.922131586382794,0.9125365876573606,0.9286636533013344,0.943812342363067,0.9178360555172148,0.9250114503737692,0.9326505382420204,0.9160949346461136,0.9229928070254306,0.009405188584650772,4,676.0904126167297,1,1000,0.2374449422303495
"{'n_estimators': 500, 'learning_rate': 0.29956237793914003}",0.7902097902097902,0.8169014084507042,0.8133333333333334,0.8075221238938053,0.8397694524495677,0.8473105841526894,0.7940700808625337,0.8200224971878515,0.8363636363636363,0.7713541666666667,0.8136857073570578,0.022675411694045487,7,0.8636096413874191,0.8524397413286302,0.8606701940035273,0.8583186360964139,0.8560517038777908,0.8607520564042304,0.8654524089306698,0.8566392479435958,0.8653733098177543,0.8706643151087595,0.8609971254898792,0.005131263957826867,6,0.8252808988764044,0.8342922899884926,0.8363324764353041,0.8321459105158164,0.8478324119871982,0.8539784319440397,0.828226033174023,0.8379310344827585,0.8506212077434269,0.8180060756697045,0.8364646770817169,0.010934236015734086,5,0.9103416736266978,0.9190351497114784,0.9216336764645944,0.912620522523904,0.9283652182202906,0.9429799019171,0.9175120600241374,0.924139114960371,0.9320303338527912,0.9159523688558896,0.9224610020157253,0.00934484680596361,7,374.5344121456146,1,500,0.29956237793914003
"{'n_estimators': 1000, 'learning_rate': 0.2783927099393686}",0.794341675734494,0.8206583427922814,0.8130580357142857,0.810508664058133,0.8394919168591224,0.8493626882966396,0.7981501632208923,0.8292404340376928,0.8391528334287349,0.8005464480874317,0.8194511202229707,0.018287213131164104,2,0.8583186360964139,0.8500881834215167,0.8565549676660787,0.8524397413286302,0.854289071680376,0.8613396004700352,0.8619271445358402,0.8531139835487661,0.8618459729570841,0.8612580834803057,0.8571175385185048,0.00421357022037263,11,0.8250918338513705,0.8351140629511983,0.8342399083882049,0.8309455587392549,0.8468258590564938,0.8553092182030337,0.8288135593220339,0.841007819287576,0.8503480278422273,0.8297932596998018,0.8377489107341196,0.009638408728806896,1,0.9119036220485496,0.919364499074644,0.9221923787141176,0.9130464142541436,0.9288622646110568,0.944020970591019,0.9182731731040908,0.9257029631425766,0.9326266908734736,0.916172870611436,0.9232165847025108,0.009385002017590483,1,652.97416472435,1,1000,0.2783927099393686
"{'n_estimators': 100, 'learning_rate': 0.22428715075510028}",0.7764514378730331,0.8083235638921453,0.8073446327683615,0.8005649717514124,0.8266433973240256,0.8320610687022901,0.7752870420995079,0.80448533640023,0.8199767711962834,0.7988732394366197,0.8050011461443909,0.01787998027132609,15,0.8412698412698413,0.8106995884773662,0.8400940623162846,0.8330393885949442,0.8349001175088132,0.8325499412455935,0.8331374853113983,0.8219741480611046,0.8300999412110524,0.8336272780717225,0.831139179206812,0.008459340940344878,18,0.8075620767494357,0.8095098326973876,0.8233938346297898,0.8164794007490637,0.8307512423268051,0.8323054331864904,0.8031719059756441,0.8131357163615227,0.825007303534911,0.8158803222094361,0.8177197068420486,0.009359603507464792,18,0.8922770251272666,0.9018354102895164,0.9043320408054708,0.8984536641541473,0.9127676675985854,0.9259074464388474,0.9014803278088304,0.901346481056626,0.9083820389914844,0.8983944845529533,0.9045176586823729,0.00889453855043991,18,72.98991918563843,1,100,0.22428715075510028
"{'n_estimators': 100, 'learning_rate': 0.3}",0.7810650887573964,0.8070889018012783,0.8073605520414031,0.8039660056657224,0.8268897864974033,0.8324576765907764,0.782422293676313,0.7961926091825308,0.8204387990762124,0.7559808612440191,0.8013862574533055,0.022169654212508418,17,0.8536155202821869,0.8165784832451499,0.8253968253968254,0.8342151675485009,0.8419506462984724,0.8378378378378378,0.8578143360752056,0.8354876615746181,0.8353909465020576,0.8359788359788359,0.837426626073969,0.01139319608054785,15,0.8157303370786517,0.8118059614260666,0.8162790697674419,0.8188113098672821,0.8343522561863173,0.8351390922401171,0.8183856502242153,0.8153669724770641,0.8278473638217303,0.793969849246231,0.8187687862335118,0.011330807694891747,15,0.8973892802395219,0.9061312865660692,0.9094646751651584,0.9039013133216032,0.9165354104967632,0.9276636885332538,0.9036536536536536,0.9056340674698162,0.9137452776162032,0.9005257135115389,0.9084644366573581,0.008400847405192898,15,72.85180187225342,1,100,0.3
"{'n_estimators': 100, 'learning_rate': 0.3}",0.7810650887573964,0.8070889018012783,0.8073605520414031,0.8039660056657224,0.8268897864974033,0.8324576765907764,0.782422293676313,0.7961926091825308,0.8204387990762124,0.7559808612440191,0.8013862574533055,0.022169654212508418,17,0.8536155202821869,0.8165784832451499,0.8253968253968254,0.8342151675485009,0.8419506462984724,0.8378378378378378,0.8578143360752056,0.8354876615746181,0.8353909465020576,0.8359788359788359,0.837426626073969,0.01139319608054785,15,0.8157303370786517,0.8118059614260666,0.8162790697674419,0.8188113098672821,0.8343522561863173,0.8351390922401171,0.8183856502242153,0.8153669724770641,0.8278473638217303,0.793969849246231,0.8187687862335118,0.011330807694891747,15,0.8973892802395219,0.9061312865660692,0.9094646751651584,0.9039013133216032,0.9165354104967632,0.9276636885332538,0.9036536536536536,0.9056340674698162,0.9137452776162032,0.9005257135115389,0.9084644366573581,0.008400847405192898,15,72.04066228866577,1,100,0.3
"{'n_estimators': 100, 'learning_rate': 0.3}",0.7810650887573964,0.8070889018012783,0.8073605520414031,0.8039660056657224,0.8268897864974033,0.8324576765907764,0.782422293676313,0.7961926091825308,0.8204387990762124,0.7559808612440191,0.8013862574533055,0.022169654212508418,17,0.8536155202821869,0.8165784832451499,0.8253968253968254,0.8342151675485009,0.8419506462984724,0.8378378378378378,0.8578143360752056,0.8354876615746181,0.8353909465020576,0.8359788359788359,0.837426626073969,0.01139319608054785,15,0.8157303370786517,0.8118059614260666,0.8162790697674419,0.8188113098672821,0.8343522561863173,0.8351390922401171,0.8183856502242153,0.8153669724770641,0.8278473638217303,0.793969849246231,0.8187687862335118,0.011330807694891747,15,0.8973892802395219,0.9061312865660692,0.9094646751651584,0.9039013133216032,0.9165354104967632,0.9276636885332538,0.9036536536536536,0.9056340674698162,0.9137452776162032,0.9005257135115389,0.9084644366573581,0.008400847405192898,15,62.25115585327149,1,100,0.3
"{'n_estimators': 500, 'learning_rate': 0.3}",0.7902097902097902,0.8166479190101237,0.8146911519198664,0.8079690094078583,0.8402537485582469,0.8477508650519031,0.7927879440258342,0.8192567567567568,0.8363636363636363,0.7717561229807192,0.8137686944284734,0.02280338454080527,6,0.8636096413874191,0.8536155202821869,0.8606701940035273,0.8583186360964139,0.8560517038777908,0.863689776733255,0.8654524089306698,0.854876615746181,0.8653733098177543,0.8706643151087595,0.8612322121983957,0.005192929489977403,4,0.8252808988764044,0.8347226214429433,0.8370497427101201,0.8323831242873432,0.8480791618160652,0.8556461001164145,0.8275280898876404,0.8366877515813687,0.8506212077434269,0.8182320441988951,0.8366230742660621,0.011226905145777155,4,0.9103278571877604,0.9189515602559082,0.92170068619344,0.9127839019143368,0.9283527834252472,0.9430845614420494,0.9175258764630744,0.9242575909242576,0.9319484233260444,0.91573670569686,0.9224669946828978,0.009362735625350288,6,278.61804151535034,1,500,0.3
