params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,split5_test_AUC,split6_test_AUC,split7_test_AUC,split8_test_AUC,split9_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,time_total_s,training_iteration,param_n_estimators,param_learning_rate
"{'n_estimators': 500, 'learning_rate': 0.151235343872372}",0.4545454545454545,0.8076923076923077,0.7777777777777778,0.7428571428571429,0.6923076923076923,0.625,0.65,0.7777777777777778,0.8823529411764706,0.7647058823529411,0.7175016976487565,0.113287947684164,7,0.0581395348837209,0.2441860465116279,0.1627906976744186,0.3023255813953488,0.2068965517241379,0.057471264367816,0.1494252873563218,0.160919540229885,0.1724137931034483,0.1494252873563218,0.16639935846030468,0.0709983880868808,8,0.1030927835051546,0.375,0.2692307692307693,0.4297520661157024,0.3185840707964602,0.1052631578947368,0.2429906542056074,0.2666666666666666,0.2884615384615384,0.25,0.26490417068766353,0.09753191367657743,8,0.8704636132593666,0.862347306861968,0.8915195529199573,0.865677861886153,0.8965753748640083,0.8481116584564861,0.8535344320784933,0.9232060924270376,0.9214660747227796,0.8963185955523121,0.8829220563028561,0.025494183369083448,10,370.4916865825653,1,500,0.151235343872372
"{'n_estimators': 100, 'learning_rate': 0.20810175713482887}",0.75,0.875,0.8571428571428571,0.896551724137931,0.9473684210526316,1.0,0.6,0.75,0.8571428571428571,1.0,0.8533205859476276,0.11822201586188053,1,0.0348837209302325,0.1627906976744186,0.0697674418604651,0.3023255813953488,0.2068965517241379,0.0459770114942528,0.0689655172413793,0.0344827586206896,0.0689655172413793,0.0114942528735632,0.10065490510558672,0.08855821331539067,14,0.0666666666666666,0.2745098039215686,0.1290322580645161,0.4521739130434781,0.3396226415094339,0.0879120879120879,0.1237113402061855,0.0659340659340659,0.1276595744680851,0.0227272727272727,0.16899496244533602,0.13223276495819208,14,0.8578826551526249,0.8728684447845216,0.9021260896892848,0.901446314868964,0.8979336022758756,0.7956577266922094,0.8899261421611359,0.9175400541939496,0.9151040294079884,0.8998628257887518,0.8850347885015306,0.034359707784160524,7,74.21910858154297,1,100,0.20810175713482887
"{'n_estimators': 500, 'learning_rate': 0.1154013781643282}",0.4545454545454545,0.8076923076923077,0.8125,0.7878787878787878,0.72,0.7142857142857143,0.6470588235294118,0.8125,0.9333333333333332,0.8571428571428571,0.7546937278407866,0.12550373760268044,6,0.0581395348837209,0.2441860465116279,0.1511627906976744,0.3023255813953488,0.2068965517241379,0.057471264367816,0.1264367816091954,0.1494252873563218,0.160919540229885,0.1379310344827586,0.1594894413258487,0.07227207803195654,9,0.1030927835051546,0.375,0.2549019607843137,0.4369747899159664,0.3214285714285714,0.1063829787234042,0.2115384615384615,0.2524271844660194,0.2745098039215686,0.2376237623762376,0.25738802966596974,0.09980554806542788,9,0.8771930423851557,0.8608477031126172,0.8923632935260841,0.8665865056158281,0.895723948725226,0.8407393892706791,0.8582138971666431,0.9263989404474716,0.9184185097339632,0.8961023603424625,0.8832587590326131,0.02598589850214438,9,369.52333974838257,1,500,0.1154013781643282
"{'n_estimators': 500, 'learning_rate': 0.09648819195849317}",0.4545454545454545,0.8333333333333334,0.7857142857142857,0.8125,0.75,0.7142857142857143,0.6666666666666666,0.8666666666666667,0.9090909090909092,0.8333333333333334,0.7626136363636363,0.12325339038525118,5,0.0581395348837209,0.2325581395348837,0.127906976744186,0.3023255813953488,0.2068965517241379,0.057471264367816,0.0919540229885057,0.1494252873563218,0.1149425287356321,0.1149425287356321,0.1456562416466185,0.07508874506413162,10,0.1030927835051546,0.3636363636363636,0.22,0.4406779661016948,0.3243243243243243,0.1063829787234042,0.1616161616161616,0.2549019607843137,0.2040816326530612,0.202020202020202,0.238073437336468,0.10427217018619028,10,0.8765235154264477,0.86103558057552,0.8982592299073593,0.8743919602109692,0.8949975335671376,0.8320156500233129,0.8911052997898464,0.9255137275571504,0.915985863623156,0.8949367174143676,0.8864765078095267,0.025607561471734947,4,368.9888730049133,1,500,0.09648819195849317
"{'n_estimators': 500, 'learning_rate': 0.2692387424258379}",0.2727272727272727,0.7666666666666667,0.625,0.7291666666666666,0.6206896551724138,0.5,0.5217391304347826,0.6521739130434783,0.7391304347826086,0.7777777777777778,0.6205071517271666,0.14772473379410864,11,0.0697674418604651,0.2674418604651162,0.1744186046511628,0.4069767441860465,0.2068965517241379,0.057471264367816,0.1379310344827586,0.1724137931034483,0.1954022988505747,0.160919540229885,0.1849639133921411,0.094480603591022,4,0.111111111111111,0.396551724137931,0.2727272727272727,0.5223880597014925,0.3103448275862069,0.1030927835051546,0.2181818181818182,0.2727272727272727,0.3090909090909091,0.2666666666666666,0.27828824454358353,0.11747286278713616,5,0.8697018555461427,0.8604138769710054,0.8843460497909437,0.8667948788019566,0.8978052126200273,0.8605350469973715,0.8404623379080595,0.9243751140302864,0.9246116212910592,0.8959705920114605,0.8825016585968314,0.026634362083478788,11,368.08077025413513,1,500,0.2692387424258379
"{'n_estimators': 500, 'learning_rate': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.5902153417320253,0.7248517476020003,0.7914628480856996,0.7704410679638182,0.7653341171859691,0.5760404630136431,0.8566563279206956,0.8360160014055288,0.8156189395014427,0.8314784406738429,0.7558115295084665,0.09390356747894456,16,355.6488687992096,1,500,0.001
"{'n_estimators': 500, 'learning_rate': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.5902153417320253,0.7248517476020003,0.7914628480856996,0.7704410679638182,0.7653341171859691,0.5760404630136431,0.8566563279206956,0.8360160014055288,0.8156189395014427,0.8314784406738429,0.7558115295084665,0.09390356747894456,16,334.735422372818,1,500,0.001
"{'n_estimators': 500, 'learning_rate': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.5902153417320253,0.7248517476020003,0.7914628480856996,0.7704410679638182,0.7653341171859691,0.5760404630136431,0.8566563279206956,0.8360160014055288,0.8156189395014427,0.8314784406738429,0.7558115295084665,0.09390356747894456,16,237.60852980613708,1,500,0.001
"{'n_estimators': 500, 'learning_rate': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.5902153417320253,0.7248517476020003,0.7914628480856996,0.7704410679638182,0.7653341171859691,0.5760404630136431,0.8566563279206956,0.8360160014055288,0.8156189395014427,0.8314784406738429,0.7558115295084665,0.09390356747894456,16,235.23501753807068,1,500,0.001
"{'n_estimators': 500, 'learning_rate': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.5902153417320253,0.7248517476020003,0.7914628480856996,0.7704410679638182,0.7653341171859691,0.5760404630136431,0.8566563279206956,0.8360160014055288,0.8156189395014427,0.8314784406738429,0.7558115295084665,0.09390356747894456,16,230.13434147834775,1,500,0.001
