mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_penalty,param_solver,params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,split5_test_AUC,split6_test_AUC,split7_test_AUC,split8_test_AUC,split9_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC
0.019242405891418457,0.0035222492850524832,0.0,0.0,1,50000,elasticnet,newton-cholesky,"{'C': 1, 'max_iter': 50000, 'penalty': 'elasticnet', 'solver': 'newton-cholesky'}",,,,,,,,,,,,,11,,,,,,,,,,,,,11,,,,,,,,,,,,,11,,,,,,,,,,,,,11
0.6891939878463745,0.05714056129947631,0.015595602989196777,0.00419448754997944,1,50000,,newton-cholesky,"{'C': 1, 'max_iter': 50000, 'penalty': None, 'solver': 'newton-cholesky'}",0.5483870967741935,0.6756756756756757,0.6060606060606061,0.5223880597014925,0.6666666666666666,0.6666666666666666,0.6857142857142857,0.8285714285714286,0.825,0.7619047619047619,0.6787035247735778,0.09890777185047504,5,0.19767441860465115,0.29069767441860467,0.23255813953488372,0.4069767441860465,0.3218390804597701,0.13793103448275862,0.27586206896551724,0.3333333333333333,0.3793103448275862,0.367816091954023,0.29439989307671743,0.08097041015254912,2,0.29059829059829057,0.4065040650406504,0.3361344537815126,0.457516339869281,0.43410852713178294,0.2285714285714286,0.39344262295081966,0.47540983606557374,0.5196850393700788,0.4961240310077519,0.40380946343871693,0.08893704593218904,2,0.886904599240292,0.866764135217118,0.9041995736889569,0.8517305222310279,0.9147729192429065,0.8716475095785441,0.8801955577179077,0.9322170190624851,0.9270577821024819,0.8895950319960537,0.8925084650077773,0.025209328046750207,3
0.021082639694213867,0.0047872750151873806,0.0,0.0,10,50000,l1,newton-cholesky,"{'C': 10, 'max_iter': 50000, 'penalty': 'l1', 'solver': 'newton-cholesky'}",,,,,,,,,,,,,11,,,,,,,,,,,,,11,,,,,,,,,,,,,11,,,,,,,,,,,,,11
1.0445053577423096,0.017672265053094702,0.013277840614318848,0.002246253845351534,10,50000,l2,newton-cholesky,"{'C': 10, 'max_iter': 50000, 'penalty': 'l2', 'solver': 'newton-cholesky'}",0.5714285714285714,0.6756756756756757,0.625,0.5384615384615384,0.6410256410256411,0.7058823529411765,0.6875,0.7941176470588235,0.8421052631578947,0.8421052631578947,0.6923301952907216,0.10058253860733511,3,0.18604651162790697,0.29069767441860467,0.23255813953488372,0.4069767441860465,0.28735632183908044,0.13793103448275862,0.25287356321839083,0.3103448275862069,0.367816091954023,0.367816091954023,0.28404170008019247,0.08029312491636306,7,0.2807017543859649,0.4065040650406504,0.33898305084745767,0.4635761589403974,0.3968253968253968,0.23076923076923078,0.3697478991596639,0.44628099173553715,0.512,0.512,0.39573885477042986,0.0886859898250542,7,0.8893367583964147,0.8667709671248598,0.9121450823928072,0.8561166070013391,0.9156446174326123,0.8672011730760134,0.8966361910167784,0.9347510254279091,0.9307675674214626,0.8994404913945144,0.8968810480684711,0.025846222701756193,2
0.017757320404052736,0.0037277870298474095,0.0,0.0,10,50000,elasticnet,newton-cholesky,"{'C': 10, 'max_iter': 50000, 'penalty': 'elasticnet', 'solver': 'newton-cholesky'}",,,,,,,,,,,,,11,,,,,,,,,,,,,11,,,,,,,,,,,,,11,,,,,,,,,,,,,11
0.7763604402542115,0.05719767830450342,0.016106700897216795,0.0023278912383778885,10,50000,,newton-cholesky,"{'C': 10, 'max_iter': 50000, 'penalty': None, 'solver': 'newton-cholesky'}",0.5483870967741935,0.6756756756756757,0.6060606060606061,0.5223880597014925,0.6666666666666666,0.6666666666666666,0.6857142857142857,0.8285714285714286,0.825,0.7619047619047619,0.6787035247735778,0.09890777185047504,5,0.19767441860465115,0.29069767441860467,0.23255813953488372,0.4069767441860465,0.3218390804597701,0.13793103448275862,0.27586206896551724,0.3333333333333333,0.3793103448275862,0.367816091954023,0.29439989307671743,0.08097041015254912,2,0.29059829059829057,0.4065040650406504,0.3361344537815126,0.457516339869281,0.43410852713178294,0.2285714285714286,0.39344262295081966,0.47540983606557374,0.5196850393700788,0.4961240310077519,0.40380946343871693,0.08893704593218904,2,0.886904599240292,0.866764135217118,0.9041995736889569,0.8517305222310279,0.9147729192429065,0.8716475095785441,0.8801955577179077,0.9322170190624851,0.9270577821024819,0.8895950319960537,0.8925084650077773,0.025209328046750207,3
0.02155580520629883,0.004802452269994716,0.0,0.0,100,50000,l1,newton-cholesky,"{'C': 100, 'max_iter': 50000, 'penalty': 'l1', 'solver': 'newton-cholesky'}",,,,,,,,,,,,,11,,,,,,,,,,,,,11,,,,,,,,,,,,,11,,,,,,,,,,,,,11
1.1991937160491943,0.0736333524350004,0.015189671516418457,0.002841093224090806,100,50000,l2,newton-cholesky,"{'C': 100, 'max_iter': 50000, 'penalty': 'l2', 'solver': 'newton-cholesky'}",0.6216216216216216,0.6842105263157895,0.6060606060606061,0.5303030303030303,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8235294117647058,0.8292682926829268,0.7619047619047619,0.6856898250653441,0.09005646995734992,4,0.26744186046511625,0.3023255813953488,0.23255813953488372,0.4069767441860465,0.3218390804597701,0.13793103448275862,0.27586206896551724,0.3218390804597701,0.39080459770114945,0.367816091954023,0.3025394279604384,0.0759215118628935,1,0.37398373983739835,0.41935483870967744,0.3361344537815126,0.4605263157894737,0.43410852713178294,0.2285714285714286,0.3902439024390244,0.4628099173553719,0.5312499999999999,0.4961240310077519,0.41331071546234216,0.0825104555375207,1,0.8854972262454568,0.8644002951384144,0.9021773289973493,0.850138687727161,0.9139417651550474,0.8739923101353497,0.8790332934649665,0.9310378614337746,0.9268415468926324,0.8869934521275517,0.8914053767317703,0.025284873867397896,8
0.02348785400390625,0.008884072805114803,0.0,0.0,100,50000,elasticnet,newton-cholesky,"{'C': 100, 'max_iter': 50000, 'penalty': 'elasticnet', 'solver': 'newton-cholesky'}",,,,,,,,,,,,,11,,,,,,,,,,,,,11,,,,,,,,,,,,,11,,,,,,,,,,,,,11
0.715637493133545,0.10687059997707885,0.013581109046936036,0.004810301025927505,100,50000,,newton-cholesky,"{'C': 100, 'max_iter': 50000, 'penalty': None, 'solver': 'newton-cholesky'}",0.5483870967741935,0.6756756756756757,0.6060606060606061,0.5223880597014925,0.6666666666666666,0.6666666666666666,0.6857142857142857,0.8285714285714286,0.825,0.7619047619047619,0.6787035247735778,0.09890777185047504,5,0.19767441860465115,0.29069767441860467,0.23255813953488372,0.4069767441860465,0.3218390804597701,0.13793103448275862,0.27586206896551724,0.3333333333333333,0.3793103448275862,0.367816091954023,0.29439989307671743,0.08097041015254912,2,0.29059829059829057,0.4065040650406504,0.3361344537815126,0.457516339869281,0.43410852713178294,0.2285714285714286,0.39344262295081966,0.47540983606557374,0.5196850393700788,0.4961240310077519,0.40380946343871693,0.08893704593218904,2,0.886904599240292,0.866764135217118,0.9041995736889569,0.8517305222310279,0.9147729192429065,0.8716475095785441,0.8801955577179077,0.9322170190624851,0.9270577821024819,0.8895950319960537,0.8925084650077773,0.025209328046750207,3
