params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,split5_test_AUC,split6_test_AUC,split7_test_AUC,split8_test_AUC,split9_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,time_total_s,training_iteration,param_n_estimators,param_learning_rate
"{'n_estimators': 500, 'learning_rate': 0.1051082690155123}",0.5384615384615384,0.9090909090909092,0.5625,0.7941176470588235,0.8260869565217391,0.7142857142857143,0.7647058823529411,0.8235294117647058,0.9375,0.8,0.7670278059536371,0.12434042609648548,6,0.0813953488372093,0.2325581395348837,0.1046511627906976,0.313953488372093,0.2183908045977011,0.057471264367816,0.1494252873563218,0.160919540229885,0.1724137931034483,0.1379310344827586,0.16291098636728146,0.07266308969145825,14,0.1414141414141414,0.3703703703703703,0.1764705882352941,0.4499999999999999,0.3454545454545454,0.1063829787234042,0.25,0.2692307692307692,0.2912621359223301,0.2352941176470588,0.2635879646997913,0.10092880147198749,14,0.8941737490776924,0.871252698603558,0.8991473779138086,0.8617187713497116,0.9121375526228656,0.8594031908208154,0.866647070350774,0.9296053031685216,0.9154148675221472,0.8841587436734308,0.8893659325103325,0.023384983619529703,6,107.58882546424866,1,500,0.1051082690155123
"{'n_estimators': 1000, 'learning_rate': 0.1352731293357401}",0.45,0.7058823529411765,0.625,0.5094339622641509,0.59375,0.6153846153846154,0.6129032258064516,0.7916666666666666,0.8076923076923077,0.72,0.6431713130755369,0.1089105619493734,12,0.1046511627906976,0.2790697674418604,0.1744186046511628,0.313953488372093,0.2183908045977011,0.0919540229885057,0.2183908045977011,0.2183908045977011,0.2413793103448276,0.2068965517241379,0.20674953221063883,0.06555614411321929,9,0.169811320754717,0.4,0.2727272727272727,0.3884892086330935,0.3193277310924369,0.16,0.3220338983050848,0.3423423423423423,0.3716814159292035,0.3214285714285714,0.3067841761212723,0.07931728709834436,9,0.8863614625748093,0.8783510507474107,0.9042952203973438,0.8526801574071544,0.9164859075459332,0.8852027542959855,0.8628899835796386,0.9240271104894348,0.9195064431335184,0.8787089406501923,0.8908509030821421,0.02313925863370871,4,215.6198143959045,1,1000,0.1352731293357401
"{'n_estimators': 1000, 'learning_rate': 0.1758051505400622}",0.45,0.7058823529411765,0.6153846153846154,0.4821428571428571,0.5588235294117647,0.6153846153846154,0.6060606060606061,0.8076923076923077,0.8076923076923077,0.6923076923076923,0.6341370884017944,0.11530241784393094,16,0.1046511627906976,0.2790697674418604,0.1860465116279069,0.313953488372093,0.2183908045977011,0.0919540229885057,0.2298850574712643,0.2413793103448276,0.2413793103448276,0.2068965517241379,0.21136059877038224,0.06603803658746184,4,0.169811320754717,0.4,0.2857142857142857,0.380281690140845,0.3140495867768595,0.16,0.3333333333333333,0.3716814159292035,0.3716814159292035,0.3185840707964602,0.3105137119374908,0.08001453785870412,6,0.8852034542125543,0.8765542590112863,0.8932548574864045,0.854367638619408,0.9079817821835704,0.887986782622798,0.8568016109523133,0.9242433456992843,0.9185097339631184,0.8606397859271423,0.8865543250677881,0.02375350861547641,16,211.15225982666016,1,1000,0.1758051505400622
"{'n_estimators': 100, 'learning_rate': 0.17927671188903513}",0.75,0.8947368421052632,0.875,0.9,0.8,1.0,0.7142857142857143,0.6666666666666666,1.0,1.0,0.8600689223057645,0.1166799175246563,1,0.0348837209302325,0.1976744186046511,0.0813953488372093,0.313953488372093,0.0459770114942528,0.0459770114942528,0.1149425287356321,0.0459770114942528,0.1149425287356321,0.057471264367816,0.10531943330660246,0.08404188712771143,18,0.0666666666666666,0.3238095238095237,0.1489361702127659,0.4655172413793103,0.0869565217391304,0.0879120879120879,0.198019801980198,0.086021505376344,0.2061855670103092,0.108695652173913,0.1778720738260249,0.12166730727024831,18,0.8674439100374388,0.874497854780969,0.9003224660454185,0.8838917279261062,0.9043361916925134,0.8147539986620447,0.9055052132957624,0.9215539202767812,0.9184522964855022,0.9000587889476779,0.8890816368150214,0.029830831581692176,7,21.886094331741333,1,100,0.17927671188903513
"{'n_estimators': 500, 'learning_rate': 0.2652374730189887}",0.4761904761904761,0.6857142857142857,0.6086956521739131,0.5094339622641509,0.59375,0.6153846153846154,0.6129032258064516,0.7916666666666666,0.8076923076923077,0.72,0.6421431191892867,0.10387857405728096,14,0.1162790697674418,0.2790697674418604,0.1627906976744186,0.313953488372093,0.2183908045977011,0.0919540229885057,0.2183908045977011,0.2183908045977011,0.2413793103448276,0.2068965517241379,0.20674953221063883,0.06451666304400251,9,0.1869158878504672,0.396694214876033,0.2568807339449541,0.3884892086330935,0.3193277310924369,0.16,0.3220338983050848,0.3423423423423423,0.3716814159292035,0.3214285714285714,0.30657940044021864,0.07697002698523067,10,0.8840044544038478,0.8699546361325936,0.903372912852185,0.8534794906129588,0.9168845912140932,0.8844999898639745,0.8500307459439005,0.9202902957692228,0.917928601836648,0.8784082385614952,0.8878853957190918,0.024674035844578703,11,108.8584213256836,1,500,0.2652374730189887
"{'n_estimators': 500, 'learning_rate': 0.238407311042762}",0.4761904761904761,0.7272727272727273,0.6086956521739131,0.5094339622641509,0.59375,0.6153846153846154,0.6129032258064516,0.7916666666666666,0.8,0.7666666666666667,0.6501963992425668,0.10934546762336432,9,0.1162790697674418,0.2790697674418604,0.1627906976744186,0.313953488372093,0.2183908045977011,0.0919540229885057,0.2183908045977011,0.2183908045977011,0.2298850574712643,0.264367816091954,0.2113472333600641,0.06638409867045851,5,0.1869158878504672,0.4033613445378151,0.2568807339449541,0.3884892086330935,0.3193277310924369,0.16,0.3220338983050848,0.3423423423423423,0.3571428571428571,0.3931623931623932,0.31296563970114444,0.08104108984168518,4,0.8840181182193316,0.8688171234935642,0.9029459186183152,0.8546477468368268,0.9169082419401704,0.8816416306837763,0.8500172312432848,0.9203139464953004,0.9179522525627252,0.8784859480900349,0.887574815818333,0.024634194491368364,14,108.1542477607727,1,500,0.238407311042762
"{'n_estimators': 100, 'learning_rate': 0.3}",0.6666666666666666,0.95,0.5833333333333334,0.84375,0.9473684210526316,0.8333333333333334,0.7333333333333333,0.7777777777777778,0.9285714285714286,0.75,0.8014134294068505,0.11658205409917675,5,0.0697674418604651,0.2209302325581395,0.0813953488372093,0.313953488372093,0.2068965517241379,0.057471264367816,0.1264367816091954,0.0804597701149425,0.1494252873563218,0.1379310344827586,0.1444667201283079,0.0775147582709214,15,0.1263157894736842,0.3584905660377359,0.1428571428571428,0.4576271186440677,0.3396226415094339,0.1075268817204301,0.2156862745098039,0.1458333333333333,0.2574257425742575,0.233009708737864,0.2384395199397753,0.11001040734789388,15,0.8889268439318996,0.8772613614625747,0.90560011477605,0.8831675457054629,0.8999743220688303,0.8409556244805287,0.9035117949549624,0.928051112597728,0.9141106989127424,0.880617892112145,0.8922177311002925,0.02282308189148075,2,21.98579239845276,1,100,0.3
"{'n_estimators': 1000, 'learning_rate': 0.3}",0.5,0.6486486486486487,0.5925925925925926,0.4576271186440678,0.5277777777777778,0.625,0.6060606060606061,0.7,0.78125,0.6666666666666666,0.6105623410390361,0.0920596300427949,17,0.1395348837209302,0.2790697674418604,0.1860465116279069,0.313953488372093,0.2183908045977011,0.1149425287356321,0.2298850574712643,0.2413793103448276,0.2873563218390804,0.2298850574712643,0.22404437316225606,0.06000786587926594,1,0.2181818181818181,0.3902439024390243,0.2831858407079646,0.3724137931034483,0.3089430894308943,0.1941747572815534,0.3333333333333333,0.358974358974359,0.4201680672268907,0.3418803418803418,0.3221499302559628,0.06893535411814436,1,0.8852922690131992,0.8743817123493564,0.8917040144289892,0.8542583280955374,0.9120834938204032,0.8919567259286288,0.8513416719036131,0.9244426875333644,0.9162595363106218,0.8579098164027922,0.8859630255786506,0.025050170564393966,17,196.6225154399872,1,1000,0.3
"{'n_estimators': 1000, 'learning_rate': 0.3}",0.5,0.6486486486486487,0.5925925925925926,0.4576271186440678,0.5277777777777778,0.625,0.6060606060606061,0.7,0.78125,0.6666666666666666,0.6105623410390361,0.0920596300427949,17,0.1395348837209302,0.2790697674418604,0.1860465116279069,0.313953488372093,0.2183908045977011,0.1149425287356321,0.2298850574712643,0.2413793103448276,0.2873563218390804,0.2298850574712643,0.22404437316225606,0.06000786587926594,1,0.2181818181818181,0.3902439024390243,0.2831858407079646,0.3724137931034483,0.3089430894308943,0.1941747572815534,0.3333333333333333,0.358974358974359,0.4201680672268907,0.3418803418803418,0.3221499302559628,0.06893535411814436,1,0.8852922690131992,0.8743817123493564,0.8917040144289892,0.8542583280955374,0.9120834938204032,0.8919567259286288,0.8513416719036131,0.9244426875333644,0.9162595363106218,0.8579098164027922,0.8859630255786506,0.025050170564393966,17,198.44029903411865,1,1000,0.3
"{'n_estimators': 1000, 'learning_rate': 0.3}",0.5,0.6486486486486487,0.5925925925925926,0.4576271186440678,0.5277777777777778,0.625,0.6060606060606061,0.7,0.78125,0.6666666666666666,0.6105623410390361,0.0920596300427949,17,0.1395348837209302,0.2790697674418604,0.1860465116279069,0.313953488372093,0.2183908045977011,0.1149425287356321,0.2298850574712643,0.2413793103448276,0.2873563218390804,0.2298850574712643,0.22404437316225606,0.06000786587926594,1,0.2181818181818181,0.3902439024390243,0.2831858407079646,0.3724137931034483,0.3089430894308943,0.1941747572815534,0.3333333333333333,0.358974358974359,0.4201680672268907,0.3418803418803418,0.3221499302559628,0.06893535411814436,1,0.8852922690131992,0.8743817123493564,0.8917040144289892,0.8542583280955374,0.9120834938204032,0.8919567259286288,0.8513416719036131,0.9244426875333644,0.9162595363106218,0.8579098164027922,0.8859630255786506,0.025050170564393966,17,178.17635130882263,1,1000,0.3
