params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,split5_test_AUC,split6_test_AUC,split7_test_AUC,split8_test_AUC,split9_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,time_total_s,training_iteration,param_penalty,param_C,param_solver,param_max_iter
"{'penalty': 'l2', 'C': 34.18400310903635, 'solver': 'newton-cholesky', 'max_iter': 100000}",0.6,0.6842105263157895,0.625,0.5303030303030303,0.6666666666666666,0.6666666666666666,0.696969696969697,0.8181818181818182,0.8292682926829268,0.7619047619047619,0.6879171459691357,0.0894160240311148,3,0.2441860465116279,0.3023255813953488,0.2325581395348837,0.4069767441860465,0.3218390804597701,0.1379310344827586,0.264367816091954,0.3103448275862069,0.3908045977011494,0.367816091954023,0.2979149959903769,0.07748162488865118,5,0.3471074380165289,0.4193548387096774,0.3389830508474576,0.4605263157894737,0.4341085271317829,0.2285714285714286,0.3833333333333333,0.45,0.5312499999999999,0.4961240310077519,0.40893589634074345,0.08339996989661103,5,0.8875194709370645,0.8654250812997022,0.907854644330883,0.8516963626923182,0.9145972281349036,0.8714650611202335,0.8860068789826134,0.9322609418394858,0.929652604620676,0.893250758512572,0.8939729032470453,0.025635119080205274,5,8.500782251358032,1,l2,34.18400310903635,newton-cholesky,100000
"{'penalty': 'l2', 'C': 81.20399396221829, 'solver': 'newton-cholesky', 'max_iter': 100000}",0.6216216216216216,0.6842105263157895,0.6060606060606061,0.5303030303030303,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.8235294117647058,0.8292682926829268,0.7619047619047619,0.6847374441129632,0.09030263359344091,7,0.2674418604651162,0.3023255813953488,0.2325581395348837,0.4069767441860465,0.3218390804597701,0.1379310344827586,0.264367816091954,0.3218390804597701,0.3908045977011494,0.367816091954023,0.301390002673082,0.07640218473332878,1,0.3739837398373983,0.4193548387096774,0.3361344537815126,0.4605263157894737,0.4341085271317829,0.2285714285714286,0.3770491803278689,0.4628099173553719,0.5312499999999999,0.4961240310077519,0.4119912432512266,0.08297298580151777,1,0.8857431749241658,0.8647760500642199,0.903270434236056,0.8505007788374827,0.9141106989127424,0.8736679573205755,0.8802834032719091,0.9312811260448552,0.9270780541534054,0.8875745842540224,0.8918286262019434,0.02526755261294282,16,9.604817390441896,1,l2,81.20399396221829,newton-cholesky,100000
"{'penalty': 'l2', 'C': 15.739761091257506, 'solver': 'newton-cholesky', 'max_iter': 100000}",0.5666666666666667,0.6842105263157895,0.625,0.5303030303030303,0.6585365853658537,0.6666666666666666,0.696969696969697,0.8181818181818182,0.8461538461538461,0.8421052631578947,0.6934794099781263,0.10506439413578204,2,0.1976744186046511,0.3023255813953488,0.2325581395348837,0.4069767441860465,0.3103448275862069,0.1379310344827586,0.264367816091954,0.3103448275862069,0.3793103448275862,0.367816091954023,0.29096498262496656,0.0801818134247059,16,0.293103448275862,0.4193548387096774,0.3389830508474576,0.4605263157894737,0.421875,0.2285714285714286,0.3833333333333333,0.45,0.5238095238095238,0.512,0.4031556939336756,0.08922177323257437,16,0.8887697100538353,0.8669622605416336,0.911605361681196,0.8548527040690842,0.9150837573570652,0.8689107827038862,0.8925479940805611,0.9339637941170508,0.930787839472386,0.8972578672450958,0.8960742071321792,0.02568072646280098,2,8.488611459732056,1,l2,15.739761091257506,newton-cholesky,100000
"{'penalty': None, 'C': 94.54780216888624, 'solver': 'newton-cholesky', 'max_iter': 100000}",0.5483870967741935,0.6756756756756757,0.6060606060606061,0.5223880597014925,0.6666666666666666,0.6666666666666666,0.6857142857142857,0.8285714285714286,0.825,0.7619047619047619,0.6787035247735778,0.09890777185047504,11,0.1976744186046511,0.2906976744186046,0.2325581395348837,0.4069767441860465,0.3218390804597701,0.1379310344827586,0.2758620689655172,0.3333333333333333,0.3793103448275862,0.367816091954023,0.29439989307671743,0.08097041015254913,9,0.2905982905982905,0.4065040650406504,0.3361344537815126,0.457516339869281,0.4341085271317829,0.2285714285714286,0.3934426229508196,0.4754098360655737,0.5196850393700788,0.4961240310077519,0.40380946343871693,0.08893704593218905,9,0.886904599240292,0.866764135217118,0.9041995736889568,0.8517305222310279,0.9147729192429064,0.8716475095785441,0.8801955577179077,0.9322203977376392,0.927057782102482,0.8895950319960537,0.8925088028752928,0.02520986025461178,7,5.076153516769409,1,,94.54780216888624,newton-cholesky,100000
"{'penalty': None, 'C': 61.072553357005695, 'solver': 'newton-cholesky', 'max_iter': 100000}",0.5483870967741935,0.6756756756756757,0.6060606060606061,0.5223880597014925,0.6666666666666666,0.6666666666666666,0.6857142857142857,0.8285714285714286,0.825,0.7619047619047619,0.6787035247735778,0.09890777185047504,11,0.1976744186046511,0.2906976744186046,0.2325581395348837,0.4069767441860465,0.3218390804597701,0.1379310344827586,0.2758620689655172,0.3333333333333333,0.3793103448275862,0.367816091954023,0.29439989307671743,0.08097041015254913,9,0.2905982905982905,0.4065040650406504,0.3361344537815126,0.457516339869281,0.4341085271317829,0.2285714285714286,0.3934426229508196,0.4754098360655737,0.5196850393700788,0.4961240310077519,0.40380946343871693,0.08893704593218905,9,0.886904599240292,0.866764135217118,0.9041995736889568,0.8517305222310279,0.9147729192429064,0.8716475095785441,0.8801955577179077,0.9322203977376392,0.927057782102482,0.8895950319960537,0.8925088028752928,0.02520986025461178,7,5.147796154022217,1,,61.072553357005695,newton-cholesky,100000
"{'penalty': 'l2', 'C': 85.25861959181233, 'solver': 'newton-cholesky', 'max_iter': 100000}",0.6216216216216216,0.6842105263157895,0.6060606060606061,0.5303030303030303,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.8235294117647058,0.8292682926829268,0.7619047619047619,0.6847374441129632,0.09030263359344091,7,0.2674418604651162,0.3023255813953488,0.2325581395348837,0.4069767441860465,0.3218390804597701,0.1379310344827586,0.264367816091954,0.3218390804597701,0.3908045977011494,0.367816091954023,0.301390002673082,0.07640218473332878,1,0.3739837398373983,0.4193548387096774,0.3361344537815126,0.4605263157894737,0.4341085271317829,0.2285714285714286,0.3770491803278689,0.4628099173553719,0.5312499999999999,0.4961240310077519,0.4119912432512266,0.08297298580151777,1,0.8857021834777142,0.8647282267100265,0.90310646845025,0.8504324597600634,0.914090426861819,0.8737355308236535,0.8801009548135985,0.9312067951914696,0.9269834512490962,0.8875407975024833,0.8917627294840175,0.025254954738352615,17,9.465711832046509,1,l2,85.25861959181233,newton-cholesky,100000
"{'penalty': 'l2', 'C': 71.82361458435665, 'solver': 'newton-cholesky', 'max_iter': 100000}",0.6216216216216216,0.6842105263157895,0.6060606060606061,0.5303030303030303,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.8235294117647058,0.8292682926829268,0.7619047619047619,0.6847374441129632,0.09030263359344091,7,0.2674418604651162,0.3023255813953488,0.2325581395348837,0.4069767441860465,0.3218390804597701,0.1379310344827586,0.264367816091954,0.3218390804597701,0.3908045977011494,0.367816091954023,0.301390002673082,0.07640218473332878,1,0.3739837398373983,0.4193548387096774,0.3361344537815126,0.4605263157894737,0.4341085271317829,0.2285714285714286,0.3770491803278689,0.4628099173553719,0.5312499999999999,0.4961240310077519,0.4119912432512266,0.08297298580151777,1,0.886057442680294,0.8649810072964774,0.9035642062689586,0.8508150465936107,0.9142053018170516,0.8734990235628806,0.8810267118057666,0.9312743686945476,0.9273618628663328,0.8878989370687966,0.8920683908654716,0.02522053755459796,15,9.310115337371826,1,l2,71.82361458435665,newton-cholesky,100000
"{'penalty': None, 'C': 3.399942284492219, 'solver': 'newton-cholesky', 'max_iter': 100000}",0.5483870967741935,0.6756756756756757,0.6060606060606061,0.5223880597014925,0.6666666666666666,0.6666666666666666,0.6857142857142857,0.8285714285714286,0.825,0.7619047619047619,0.6787035247735778,0.09890777185047504,11,0.1976744186046511,0.2906976744186046,0.2325581395348837,0.4069767441860465,0.3218390804597701,0.1379310344827586,0.2758620689655172,0.3333333333333333,0.3793103448275862,0.367816091954023,0.29439989307671743,0.08097041015254913,9,0.2905982905982905,0.4065040650406504,0.3361344537815126,0.457516339869281,0.4341085271317829,0.2285714285714286,0.3934426229508196,0.4754098360655737,0.5196850393700788,0.4961240310077519,0.40380946343871693,0.08893704593218905,9,0.886904599240292,0.866764135217118,0.9041995736889568,0.8517305222310279,0.9147729192429064,0.8716475095785441,0.8801955577179077,0.9322203977376392,0.927057782102482,0.8895950319960537,0.8925088028752928,0.02520986025461178,7,4.623040437698364,1,,3.399942284492219,newton-cholesky,100000
"{'penalty': 'l2', 'C': 32.32058790658217, 'solver': 'newton-cholesky', 'max_iter': 100000}",0.6,0.6842105263157895,0.625,0.5303030303030303,0.6666666666666666,0.6666666666666666,0.696969696969697,0.8181818181818182,0.8292682926829268,0.7619047619047619,0.6879171459691357,0.0894160240311148,3,0.2441860465116279,0.3023255813953488,0.2325581395348837,0.4069767441860465,0.3218390804597701,0.1379310344827586,0.264367816091954,0.3103448275862069,0.3908045977011494,0.367816091954023,0.2979149959903769,0.07748162488865118,5,0.3471074380165289,0.4193548387096774,0.3389830508474576,0.4605263157894737,0.4341085271317829,0.2285714285714286,0.3833333333333333,0.45,0.5312499999999999,0.4961240310077519,0.40893589634074345,0.08339996989661103,5,0.8876971005383543,0.865527559915831,0.908018610116689,0.8518534965703822,0.9145499266827491,0.8713974876171555,0.8864325920520046,0.9324096035462576,0.9297134207734464,0.894190030205356,0.8941789828018226,0.0256206091137945,4,8.203019380569458,1,l2,32.32058790658217,newton-cholesky,100000
"{'penalty': 'l2', 'C': 32.273889937213845, 'solver': 'newton-cholesky', 'max_iter': 100000}",0.6,0.6842105263157895,0.625,0.5303030303030303,0.6666666666666666,0.6666666666666666,0.696969696969697,0.8181818181818182,0.8292682926829268,0.7619047619047619,0.6879171459691357,0.0894160240311148,3,0.2441860465116279,0.3023255813953488,0.2325581395348837,0.4069767441860465,0.3218390804597701,0.1379310344827586,0.264367816091954,0.3103448275862069,0.3908045977011494,0.367816091954023,0.2979149959903769,0.07748162488865118,5,0.3471074380165289,0.4193548387096774,0.3389830508474576,0.4605263157894737,0.4341085271317829,0.2285714285714286,0.3833333333333333,0.45,0.5312499999999999,0.4961240310077519,0.40893589634074345,0.08339996989661103,5,0.8876971005383543,0.865534391823573,0.908018610116689,0.8518466646626404,0.9145499266827491,0.8713907302668478,0.8864393494023124,0.9324231182468732,0.9297201781237542,0.894190030205356,0.894181010006915,0.025624324592849402,3,8.283975839614868,1,l2,32.273889937213845,newton-cholesky,100000
